Entity,Code,Year,Share of the population using safely managed drinking water services
Afghanistan,AFG,2000,11.093327
Afghanistan,AFG,2001,11.105221
Afghanistan,AFG,2002,12.007733
Afghanistan,AFG,2003,12.909922
Afghanistan,AFG,2004,13.818684
Afghanistan,AFG,2005,14.733853
Afghanistan,AFG,2006,15.648427
Afghanistan,AFG,2007,16.562523
Afghanistan,AFG,2008,17.476011
Afghanistan,AFG,2009,18.388884
Afghanistan,AFG,2010,19.30114
Afghanistan,AFG,2011,20.212885
Afghanistan,AFG,2012,21.123997
Afghanistan,AFG,2013,22.03447
Afghanistan,AFG,2014,22.944302
Afghanistan,AFG,2015,23.85359
Afghanistan,AFG,2016,24.76222
Afghanistan,AFG,2017,25.671417
Afghanistan,AFG,2018,26.581314
Afghanistan,AFG,2019,27.491734
Afghanistan,AFG,2020,28.402506
Afghanistan,AFG,2021,29.313843
Afghanistan,AFG,2022,30.034098
Africa (WHO),,2000,19.306862
Africa (WHO),,2001,19.609863
Africa (WHO),,2002,20.06806
Africa (WHO),,2003,20.540802
Africa (WHO),,2004,21.073881
Africa (WHO),,2005,21.612398
Africa (WHO),,2006,22.179928
Africa (WHO),,2007,22.812088
Africa (WHO),,2008,23.482048
Africa (WHO),,2009,24.178427
Africa (WHO),,2010,24.904018
Africa (WHO),,2011,25.38758
Africa (WHO),,2012,26.165874
Africa (WHO),,2013,26.96988
Africa (WHO),,2014,27.812178
Africa (WHO),,2015,28.69438
Africa (WHO),,2016,29.5712
Africa (WHO),,2017,30.44026
Africa (WHO),,2018,31.250828
Africa (WHO),,2019,31.80987
Africa (WHO),,2020,32.33789
Africa (WHO),,2021,32.86822
Africa (WHO),,2022,33.264328
Albania,ALB,2000,49.13832
Albania,ALB,2001,49.0812
Albania,ALB,2002,48.984764
Albania,ALB,2003,48.885445
Albania,ALB,2004,50.717678
Albania,ALB,2005,52.57833
Albania,ALB,2006,54.467083
Albania,ALB,2007,56.383842
Albania,ALB,2008,58.32848
Albania,ALB,2009,60.300903
Albania,ALB,2010,62.30063
Albania,ALB,2011,64.3274
Albania,ALB,2012,66.38085
Albania,ALB,2013,68.45983
Albania,ALB,2014,70.56326
Albania,ALB,2015,70.59197
Albania,ALB,2016,70.61651
Albania,ALB,2017,70.63694
Albania,ALB,2018,70.65335
Albania,ALB,2019,70.665855
Albania,ALB,2020,70.67454
Albania,ALB,2021,70.705795
Albania,ALB,2022,70.73607
Algeria,DZA,2000,70.078514
Algeria,DZA,2001,70.64218
Algeria,DZA,2002,71.19186
Algeria,DZA,2003,71.72697
Algeria,DZA,2004,72.24755
Algeria,DZA,2005,72.75315
Algeria,DZA,2006,73.24435
Algeria,DZA,2007,73.72072
Algeria,DZA,2008,74.18282
Algeria,DZA,2009,74.627686
Algeria,DZA,2010,75.05681
Algeria,DZA,2011,75.46992
Algeria,DZA,2012,75.86762
Algeria,DZA,2013,76.250145
Algeria,DZA,2014,76.61823
Algeria,DZA,2015,76.97196
Algeria,DZA,2016,76.39486
Algeria,DZA,2017,75.730545
Algeria,DZA,2018,75.03613
Algeria,DZA,2019,73.95388
Algeria,DZA,2020,72.248146
Algeria,DZA,2021,70.54703
Algeria,DZA,2022,70.59793
American Samoa,ASM,2000,80.575195
American Samoa,ASM,2001,81.616714
American Samoa,ASM,2002,82.662636
American Samoa,ASM,2003,83.71297
American Samoa,ASM,2004,84.7677
American Samoa,ASM,2005,85.826836
American Samoa,ASM,2006,86.89037
American Samoa,ASM,2007,87.55782
American Samoa,ASM,2008,87.7875
American Samoa,ASM,2009,88.017166
American Samoa,ASM,2010,88.24684
American Samoa,ASM,2011,88.47651
American Samoa,ASM,2012,88.706184
American Samoa,ASM,2013,88.93586
American Samoa,ASM,2014,89.16553
American Samoa,ASM,2015,89.3952
American Samoa,ASM,2016,89.62488
American Samoa,ASM,2017,89.854546
American Samoa,ASM,2018,89.854546
American Samoa,ASM,2019,89.854546
American Samoa,ASM,2020,89.854546
American Samoa,ASM,2021,89.854546
Americas (WHO),,2000,78.202034
Americas (WHO),,2001,78.39714
Americas (WHO),,2002,78.58096
Americas (WHO),,2003,78.738655
Americas (WHO),,2004,78.8948
Americas (WHO),,2005,78.962524
Americas (WHO),,2006,79.12321
Americas (WHO),,2007,82.537674
Americas (WHO),,2008,82.710014
Americas (WHO),,2009,82.879105
Americas (WHO),,2010,83.04701
Americas (WHO),,2011,83.07879
Americas (WHO),,2012,83.10674
Americas (WHO),,2013,83.17392
Americas (WHO),,2014,83.23802
Americas (WHO),,2015,83.29857
Americas (WHO),,2016,83.34715
Americas (WHO),,2017,83.415955
Americas (WHO),,2018,83.479355
Americas (WHO),,2019,83.56374
Americas (WHO),,2020,83.6085
Americas (WHO),,2021,81.432304
Americas (WHO),,2022,81.45162
Andorra,AND,2000,90.64
Andorra,AND,2001,90.64
Andorra,AND,2002,90.64
Andorra,AND,2003,90.64
Andorra,AND,2004,90.64
Andorra,AND,2005,90.64
Andorra,AND,2006,90.64001
Andorra,AND,2007,90.64001
Andorra,AND,2008,90.64001
Andorra,AND,2009,90.64001
Andorra,AND,2010,90.64
Andorra,AND,2011,90.64
Andorra,AND,2012,90.64
Andorra,AND,2013,90.64
Andorra,AND,2014,90.64
Andorra,AND,2015,90.64
Andorra,AND,2016,90.64
Andorra,AND,2017,90.64001
Andorra,AND,2018,90.64
Andorra,AND,2019,90.64
Andorra,AND,2020,90.64
Andorra,AND,2021,90.64
Andorra,AND,2022,90.64
Armenia,ARM,2000,82.350716
Armenia,ARM,2001,82.45862
Armenia,ARM,2002,82.57382
Armenia,ARM,2003,82.6919
Armenia,ARM,2004,82.81056
Armenia,ARM,2005,82.929756
Armenia,ARM,2006,83.04957
Armenia,ARM,2007,83.16992
Armenia,ARM,2008,83.29089
Armenia,ARM,2009,83.26617
Armenia,ARM,2010,83.24159
Armenia,ARM,2011,83.21717
Armenia,ARM,2012,83.19289
Armenia,ARM,2013,83.16902
Armenia,ARM,2014,83.14535
Armenia,ARM,2015,83.07821
Armenia,ARM,2016,82.93473
Armenia,ARM,2017,82.79146
Armenia,ARM,2018,82.95984
Armenia,ARM,2019,82.822845
Armenia,ARM,2020,82.68582
Armenia,ARM,2021,82.548775
Armenia,ARM,2022,82.41172
Austria,AUT,2000,96.71924
Austria,AUT,2001,96.890495
Austria,AUT,2002,97.06175
Austria,AUT,2003,97.23301
Austria,AUT,2004,97.404274
Austria,AUT,2005,97.57553
Austria,AUT,2006,97.746796
Austria,AUT,2007,97.91805
Austria,AUT,2008,98.08932
Austria,AUT,2009,98.260574
Austria,AUT,2010,98.43184
Austria,AUT,2011,98.603096
Austria,AUT,2012,98.77435
Austria,AUT,2013,98.91264
Austria,AUT,2014,98.91103
Austria,AUT,2015,98.909424
Austria,AUT,2016,98.90781
Austria,AUT,2017,98.906204
Austria,AUT,2018,98.90447
Austria,AUT,2019,98.90262
Austria,AUT,2020,98.90064
Austria,AUT,2021,98.898544
Austria,AUT,2022,98.896324
Azerbaijan,AZE,2000,57.748554
Azerbaijan,AZE,2001,59.488415
Azerbaijan,AZE,2002,60.110435
Azerbaijan,AZE,2003,60.72896
Azerbaijan,AZE,2004,61.343765
Azerbaijan,AZE,2005,61.954678
Azerbaijan,AZE,2006,62.561893
Azerbaijan,AZE,2007,63.165577
Azerbaijan,AZE,2008,63.765392
Azerbaijan,AZE,2009,64.36151
Azerbaijan,AZE,2010,64.956116
Azerbaijan,AZE,2011,65.54863
Azerbaijan,AZE,2012,66.13864
Azerbaijan,AZE,2013,66.725845
Azerbaijan,AZE,2014,67.3097
Azerbaijan,AZE,2015,67.889786
Azerbaijan,AZE,2016,68.46568
Azerbaijan,AZE,2017,69.03699
Azerbaijan,AZE,2018,69.603264
Azerbaijan,AZE,2019,70.16406
Azerbaijan,AZE,2020,70.67331
Azerbaijan,AZE,2021,71.14635
Azerbaijan,AZE,2022,71.6117
Bahrain,BHR,2000,98.88198
Bahrain,BHR,2001,98.8885
Bahrain,BHR,2002,98.89501
Bahrain,BHR,2003,98.90153
Bahrain,BHR,2004,98.90804
Bahrain,BHR,2005,98.91456
Bahrain,BHR,2006,98.921074
Bahrain,BHR,2007,98.92759
Bahrain,BHR,2008,98.927
Bahrain,BHR,2009,98.92508
Bahrain,BHR,2010,98.923164
Bahrain,BHR,2011,98.92124
Bahrain,BHR,2012,98.91933
Bahrain,BHR,2013,98.917404
Bahrain,BHR,2014,98.91549
Bahrain,BHR,2015,98.91357
Bahrain,BHR,2016,98.91165
Bahrain,BHR,2017,98.90973
Bahrain,BHR,2018,98.907814
Bahrain,BHR,2019,98.90589
Bahrain,BHR,2020,98.90398
Bahrain,BHR,2021,98.90398
Bahrain,BHR,2022,98.90398
Bangladesh,BGD,2000,55.318703
Bangladesh,BGD,2001,55.325115
Bangladesh,BGD,2002,55.303715
Bangladesh,BGD,2003,55.278748
Bangladesh,BGD,2004,55.250355
Bangladesh,BGD,2005,55.21885
Bangladesh,BGD,2006,55.183674
Bangladesh,BGD,2007,55.14497
Bangladesh,BGD,2008,55.102875
Bangladesh,BGD,2009,55.057545
Bangladesh,BGD,2010,55.008587
Bangladesh,BGD,2011,54.95632
Bangladesh,BGD,2012,55.30369
Bangladesh,BGD,2013,55.666878
Bangladesh,BGD,2014,56.04548
Bangladesh,BGD,2015,56.440197
Bangladesh,BGD,2016,56.8508
Bangladesh,BGD,2017,57.277603
Bangladesh,BGD,2018,57.720745
Bangladesh,BGD,2019,58.180214
Bangladesh,BGD,2020,58.656
Bangladesh,BGD,2021,59.129845
Bangladesh,BGD,2022,59.109295
Belarus,BLR,2000,81.812706
Belarus,BLR,2001,81.963066
Belarus,BLR,2002,82.11219
Belarus,BLR,2003,82.25976
Belarus,BLR,2004,83.36191
Belarus,BLR,2005,84.4452
Belarus,BLR,2006,85.50994
Belarus,BLR,2007,86.55645
Belarus,BLR,2008,87.58524
Belarus,BLR,2009,88.59596
Belarus,BLR,2010,89.600494
Belarus,BLR,2011,90.58958
Belarus,BLR,2012,91.558914
Belarus,BLR,2013,92.31101
Belarus,BLR,2014,92.40423
Belarus,BLR,2015,92.496704
Belarus,BLR,2016,92.588005
Belarus,BLR,2017,92.678314
Belarus,BLR,2018,92.76655
Belarus,BLR,2019,92.85267
Belarus,BLR,2020,92.93711
Belarus,BLR,2021,93.0194
Belarus,BLR,2022,93.099754
Belgium,BEL,2000,99.63135
Belgium,BEL,2001,99.63135
Belgium,BEL,2002,99.631355
Belgium,BEL,2003,99.63135
Belgium,BEL,2004,99.631355
Belgium,BEL,2005,99.631355
Belgium,BEL,2006,99.63135
Belgium,BEL,2007,99.63135
Belgium,BEL,2008,99.63135
Belgium,BEL,2009,99.63135
Belgium,BEL,2010,99.63966
Belgium,BEL,2011,99.64798
Belgium,BEL,2012,99.656296
Belgium,BEL,2013,99.664604
Belgium,BEL,2014,99.67293
Belgium,BEL,2015,99.68124
Belgium,BEL,2016,99.68956
Belgium,BEL,2017,99.69787
Belgium,BEL,2018,99.706184
Belgium,BEL,2019,99.71451
Belgium,BEL,2020,99.72281
Belgium,BEL,2021,99.73113
Belgium,BEL,2022,99.73945
Bhutan,BTN,2000,22.292807
Bhutan,BTN,2001,22.74601
Bhutan,BTN,2002,23.200964
Bhutan,BTN,2003,23.657469
Bhutan,BTN,2004,24.115568
Bhutan,BTN,2005,24.564245
Bhutan,BTN,2006,24.918528
Bhutan,BTN,2007,25.27158
Bhutan,BTN,2008,25.623327
Bhutan,BTN,2009,25.973024
Bhutan,BTN,2010,26.321068
Bhutan,BTN,2011,30.242043
Bhutan,BTN,2012,34.166004
Bhutan,BTN,2013,38.090397
Bhutan,BTN,2014,42.761097
Bhutan,BTN,2015,47.45907
Bhutan,BTN,2016,52.089092
Bhutan,BTN,2017,56.59075
Bhutan,BTN,2018,60.826775
Bhutan,BTN,2019,65.00831
Bhutan,BTN,2020,69.13716
Bhutan,BTN,2021,72.665565
Bhutan,BTN,2022,73.341995
"Bonaire, Sint Eustatius and Saba",,2000,83.55975
"Bonaire, Sint Eustatius and Saba",,2001,84.33308
"Bonaire, Sint Eustatius and Saba",,2002,85.10735
"Bonaire, Sint Eustatius and Saba",,2003,85.88258
"Bonaire, Sint Eustatius and Saba",,2004,86.658775
"Bonaire, Sint Eustatius and Saba",,2005,87.43591
"Bonaire, Sint Eustatius and Saba",,2006,88.21401
"Bonaire, Sint Eustatius and Saba",,2007,88.993065
"Bonaire, Sint Eustatius and Saba",,2008,89.77307
"Bonaire, Sint Eustatius and Saba",,2009,90.55403
"Bonaire, Sint Eustatius and Saba",,2010,91.335945
"Bonaire, Sint Eustatius and Saba",,2011,92.11881
"Bonaire, Sint Eustatius and Saba",,2012,92.90263
"Bonaire, Sint Eustatius and Saba",,2013,93.687416
"Bonaire, Sint Eustatius and Saba",,2014,94.473145
"Bonaire, Sint Eustatius and Saba",,2015,95.259834
"Bonaire, Sint Eustatius and Saba",,2016,96.04748
"Bonaire, Sint Eustatius and Saba",,2017,96.83607
"Bonaire, Sint Eustatius and Saba",,2018,97.62562
"Bonaire, Sint Eustatius and Saba",,2019,98.41612
"Bonaire, Sint Eustatius and Saba",,2020,99.20759
"Bonaire, Sint Eustatius and Saba",,2021,100
"Bonaire, Sint Eustatius and Saba",,2022,100
Bosnia and Herzegovina,BIH,2000,87.34998
Bosnia and Herzegovina,BIH,2001,87.472725
Bosnia and Herzegovina,BIH,2002,87.59462
Bosnia and Herzegovina,BIH,2003,87.71558
Bosnia and Herzegovina,BIH,2004,87.83569
Bosnia and Herzegovina,BIH,2005,87.95483
Bosnia and Herzegovina,BIH,2006,88.07303
Bosnia and Herzegovina,BIH,2007,88.19037
Bosnia and Herzegovina,BIH,2008,88.30676
Bosnia and Herzegovina,BIH,2009,88.42221
Bosnia and Herzegovina,BIH,2010,88.536736
Bosnia and Herzegovina,BIH,2011,88.65034
Bosnia and Herzegovina,BIH,2012,88.70229
Bosnia and Herzegovina,BIH,2013,88.79768
Bosnia and Herzegovina,BIH,2014,88.817184
Bosnia and Herzegovina,BIH,2015,88.82513
Bosnia and Herzegovina,BIH,2016,88.83336
Bosnia and Herzegovina,BIH,2017,88.841896
Bosnia and Herzegovina,BIH,2018,88.85069
Bosnia and Herzegovina,BIH,2019,88.72298
Bosnia and Herzegovina,BIH,2020,88.138885
Bosnia and Herzegovina,BIH,2021,87.55479
Bosnia and Herzegovina,BIH,2022,86.97068
Brazil,BRA,2000,76.0321
Brazil,BRA,2001,76.59753
Brazil,BRA,2002,76.98464
Brazil,BRA,2003,77.26597
Brazil,BRA,2004,77.54171
Brazil,BRA,2005,77.811966
Brazil,BRA,2006,78.077126
Brazil,BRA,2007,78.337265
Brazil,BRA,2008,78.59245
Brazil,BRA,2009,78.84221
Brazil,BRA,2010,79.08718
Brazil,BRA,2011,79.329895
Brazil,BRA,2012,79.56786
Brazil,BRA,2013,80.38308
Brazil,BRA,2014,81.1948
Brazil,BRA,2015,82.002464
Brazil,BRA,2016,82.74326
Brazil,BRA,2017,83.605156
Brazil,BRA,2018,84.40004
Brazil,BRA,2019,85.190926
Brazil,BRA,2020,85.921616
Brazil,BRA,2021,86.644035
Brazil,BRA,2022,87.25871
Bulgaria,BGR,2000,89.663734
Bulgaria,BGR,2001,90.18407
Bulgaria,BGR,2002,90.70463
Bulgaria,BGR,2003,91.2254
Bulgaria,BGR,2004,91.7464
Bulgaria,BGR,2005,92.267624
Bulgaria,BGR,2006,92.78908
Bulgaria,BGR,2007,93.31077
Bulgaria,BGR,2008,93.832695
Bulgaria,BGR,2009,94.35487
Bulgaria,BGR,2010,94.8773
Bulgaria,BGR,2011,95.39997
Bulgaria,BGR,2012,95.92294
Bulgaria,BGR,2013,96.44623
Bulgaria,BGR,2014,96.923386
Bulgaria,BGR,2015,96.76209
Bulgaria,BGR,2016,96.60156
Bulgaria,BGR,2017,96.44181
Bulgaria,BGR,2018,96.282814
Bulgaria,BGR,2019,96.124565
Bulgaria,BGR,2020,95.96708
Bulgaria,BGR,2021,95.81034
Bulgaria,BGR,2022,95.654335
Cambodia,KHM,2000,16.963135
Cambodia,KHM,2001,17.445349
Cambodia,KHM,2002,17.927835
Cambodia,KHM,2003,18.410591
Cambodia,KHM,2004,18.893976
Cambodia,KHM,2005,19.377995
Cambodia,KHM,2006,19.862286
Cambodia,KHM,2007,20.347218
Cambodia,KHM,2008,20.846205
Cambodia,KHM,2009,21.41869
Cambodia,KHM,2010,21.993832
Cambodia,KHM,2011,22.571646
Cambodia,KHM,2012,23.15215
Cambodia,KHM,2013,23.734991
Cambodia,KHM,2014,24.320925
Cambodia,KHM,2015,24.909603
Cambodia,KHM,2016,25.50104
Cambodia,KHM,2017,26.094881
Cambodia,KHM,2018,26.693384
Cambodia,KHM,2019,27.29621
Cambodia,KHM,2020,27.903767
Cambodia,KHM,2021,28.468304
Cambodia,KHM,2022,29.131279
Canada,CAN,2000,98.16674
Canada,CAN,2001,98.17581
Canada,CAN,2002,98.17795
Canada,CAN,2003,98.18011
Canada,CAN,2004,98.182236
Canada,CAN,2005,98.2408
Canada,CAN,2006,98.29947
Canada,CAN,2007,98.35997
Canada,CAN,2008,98.41991
Canada,CAN,2009,98.47926
Canada,CAN,2010,98.53806
Canada,CAN,2011,98.59599
Canada,CAN,2012,98.65168
Canada,CAN,2013,98.70725
Canada,CAN,2014,98.7627
Canada,CAN,2015,98.81806
Canada,CAN,2016,98.87331
Canada,CAN,2017,98.928505
Canada,CAN,2018,98.98363
Canada,CAN,2019,99.03862
Canada,CAN,2020,99.03895
Canada,CAN,2021,99.03932
Canada,CAN,2022,99.03973
Central African Republic,CAF,2000,8.530865
Central African Republic,CAF,2001,8.396018
Central African Republic,CAF,2002,8.2617035
Central African Republic,CAF,2003,8.127789
Central African Republic,CAF,2004,7.9942756
Central African Republic,CAF,2005,7.8637824
Central African Republic,CAF,2006,7.736172
Central African Republic,CAF,2007,7.611429
Central African Republic,CAF,2008,7.489293
Central African Republic,CAF,2009,7.3696275
Central African Republic,CAF,2010,7.2524133
Central African Republic,CAF,2011,7.1373997
Central African Republic,CAF,2012,7.0245624
Central African Republic,CAF,2013,6.9137635
Central African Republic,CAF,2014,6.804762
Central African Republic,CAF,2015,6.697531
Central African Republic,CAF,2016,6.592036
Central African Republic,CAF,2017,6.4879375
Central African Republic,CAF,2018,6.385207
Central African Republic,CAF,2019,6.283711
Central African Republic,CAF,2020,6.183318
Central African Republic,CAF,2021,6.083898
Central African Republic,CAF,2022,6.126445
Central and Southern Asia (SDG),,2000,44.725
Central and Southern Asia (SDG),,2001,45.624584
Central and Southern Asia (SDG),,2002,46.494186
Central and Southern Asia (SDG),,2003,47.3573
Central and Southern Asia (SDG),,2004,48.274822
Central and Southern Asia (SDG),,2005,49.285946
Central and Southern Asia (SDG),,2006,50.305386
Central and Southern Asia (SDG),,2007,51.344223
Central and Southern Asia (SDG),,2008,52.30515
Central and Southern Asia (SDG),,2009,53.417152
Central and Southern Asia (SDG),,2010,54.457516
Central and Southern Asia (SDG),,2011,55.4864
Central and Southern Asia (SDG),,2012,56.605255
Central and Southern Asia (SDG),,2013,57.72844
Central and Southern Asia (SDG),,2014,58.86591
Central and Southern Asia (SDG),,2015,60.027714
Central and Southern Asia (SDG),,2016,61.173126
Central and Southern Asia (SDG),,2017,62.30032
Central and Southern Asia (SDG),,2018,63.412308
Central and Southern Asia (SDG),,2019,64.51731
Central and Southern Asia (SDG),,2020,65.60258
Central and Southern Asia (SDG),,2021,66.67643
Central and Southern Asia (SDG),,2022,67.517525
Chad,TCD,2000,5.520874
Chad,TCD,2001,5.5543633
Chad,TCD,2002,5.586597
Chad,TCD,2003,5.6178207
Chad,TCD,2004,5.6479144
Chad,TCD,2005,5.6768794
Chad,TCD,2006,5.7047176
Chad,TCD,2007,5.7315598
Chad,TCD,2008,5.7571507
Chad,TCD,2009,5.7816195
Chad,TCD,2010,5.8073645
Chad,TCD,2011,5.8344636
Chad,TCD,2012,5.86313
Chad,TCD,2013,5.893311
Chad,TCD,2014,5.925088
Chad,TCD,2015,5.958684
Chad,TCD,2016,5.994189
Chad,TCD,2017,6.0316935
Chad,TCD,2018,6.071436
Chad,TCD,2019,6.1133685
Chad,TCD,2020,6.157883
Chad,TCD,2021,6.2049384
Chad,TCD,2022,6.2470484
Channel Islands,OWID_CIS,2009,91.975
Channel Islands,OWID_CIS,2010,91.975
Channel Islands,OWID_CIS,2011,91.975
Channel Islands,OWID_CIS,2012,91.975
Channel Islands,OWID_CIS,2013,91.975
Channel Islands,OWID_CIS,2014,91.975
Channel Islands,OWID_CIS,2015,91.975
Channel Islands,OWID_CIS,2016,91.975
Channel Islands,OWID_CIS,2017,91.975
Chile,CHL,2000,92.093025
Chile,CHL,2001,92.59391
Chile,CHL,2002,93.070625
Chile,CHL,2003,93.47617
Chile,CHL,2004,93.884575
Chile,CHL,2005,94.29475
Chile,CHL,2006,94.70764
Chile,CHL,2007,95.12259
Chile,CHL,2008,95.540085
Chile,CHL,2009,95.95955
Chile,CHL,2010,96.380974
Chile,CHL,2011,96.80475
Chile,CHL,2012,97.23041
Chile,CHL,2013,97.6581
Chile,CHL,2014,98.08776
Chile,CHL,2015,98.38248
Chile,CHL,2016,98.57764
Chile,CHL,2017,98.77024
Chile,CHL,2018,98.77137
Chile,CHL,2019,98.77137
Chile,CHL,2020,98.77137
Chile,CHL,2021,98.77137
Chile,CHL,2022,98.77136
Colombia,COL,2000,68.549515
Colombia,COL,2001,68.864174
Colombia,COL,2002,69.17526
Colombia,COL,2003,69.4828
Colombia,COL,2004,69.786385
Colombia,COL,2005,70.08601
Colombia,COL,2006,70.38173
Colombia,COL,2007,70.63542
Colombia,COL,2008,70.884834
Colombia,COL,2009,71.12999
Colombia,COL,2010,71.37048
Colombia,COL,2011,71.60638
Colombia,COL,2012,71.83813
Colombia,COL,2013,72.06536
Colombia,COL,2014,72.2881
Colombia,COL,2015,72.506836
Colombia,COL,2016,72.7216
Colombia,COL,2017,72.93201
Colombia,COL,2018,73.126434
Colombia,COL,2019,73.27192
Colombia,COL,2020,73.41323
Colombia,COL,2021,73.719894
Colombia,COL,2022,73.85605
Congo,COG,2000,27.42229
Congo,COG,2001,27.583084
Congo,COG,2002,27.781807
Congo,COG,2003,27.980413
Congo,COG,2004,29.576395
Congo,COG,2005,31.195251
Congo,COG,2006,32.83666
Congo,COG,2007,34.500706
Congo,COG,2008,36.18792
Congo,COG,2009,37.898098
Congo,COG,2010,39.631443
Congo,COG,2011,41.3869
Congo,COG,2012,42.42858
Congo,COG,2013,43.01324
Congo,COG,2014,43.598522
Congo,COG,2015,44.184093
Congo,COG,2016,44.769634
Congo,COG,2017,45.354813
Congo,COG,2018,45.53564
Congo,COG,2019,45.716465
Congo,COG,2020,45.896896
Congo,COG,2021,46.076538
Costa Rica,CRI,2000,76.406235
Costa Rica,CRI,2001,76.75396
Costa Rica,CRI,2002,77.086716
Costa Rica,CRI,2003,77.40466
Costa Rica,CRI,2004,77.70785
Costa Rica,CRI,2005,77.99628
Costa Rica,CRI,2006,78.27048
Costa Rica,CRI,2007,78.530624
Costa Rica,CRI,2008,78.77712
Costa Rica,CRI,2009,79.010025
Costa Rica,CRI,2010,79.23004
Costa Rica,CRI,2011,79.437386
Costa Rica,CRI,2012,79.63195
Costa Rica,CRI,2013,79.81455
Costa Rica,CRI,2014,79.98602
Costa Rica,CRI,2015,80.14722
Costa Rica,CRI,2016,80.29888
Costa Rica,CRI,2017,80.44177
Costa Rica,CRI,2018,80.52559
Costa Rica,CRI,2019,80.52068
Costa Rica,CRI,2020,80.516045
Costa Rica,CRI,2021,80.51169
Costa Rica,CRI,2022,80.507576
Cote d'Ivoire,CIV,2000,23.086655
Cote d'Ivoire,CIV,2001,23.56305
Cote d'Ivoire,CIV,2002,24.006742
Cote d'Ivoire,CIV,2003,24.08593
Cote d'Ivoire,CIV,2004,24.164871
Cote d'Ivoire,CIV,2005,24.242922
Cote d'Ivoire,CIV,2006,24.320509
Cote d'Ivoire,CIV,2007,24.39763
Cote d'Ivoire,CIV,2008,24.474285
Cote d'Ivoire,CIV,2009,24.55005
Cote d'Ivoire,CIV,2010,24.625345
Cote d'Ivoire,CIV,2011,24.700167
Cote d'Ivoire,CIV,2012,28.737572
Cote d'Ivoire,CIV,2013,31.505682
Cote d'Ivoire,CIV,2014,33.25078
Cote d'Ivoire,CIV,2015,35.010746
Cote d'Ivoire,CIV,2016,36.785477
Cote d'Ivoire,CIV,2017,38.575466
Cote d'Ivoire,CIV,2018,40.381012
Cote d'Ivoire,CIV,2019,42.151546
Cote d'Ivoire,CIV,2020,43.64164
Cote d'Ivoire,CIV,2021,43.766457
Cote d'Ivoire,CIV,2022,43.892155
Croatia,HRV,2000,85.11641
Croatia,HRV,2001,85.168945
Croatia,HRV,2002,85.21019
Croatia,HRV,2003,85.25168
Croatia,HRV,2004,85.29293
Croatia,HRV,2005,85.33417
Croatia,HRV,2006,85.37542
Croatia,HRV,2007,85.416664
Cyprus,CYP,2000,95.85307
Cyprus,CYP,2001,95.853004
Cyprus,CYP,2002,95.85304
Cyprus,CYP,2003,95.84554
Cyprus,CYP,2004,96.10549
Cyprus,CYP,2005,96.36541
Cyprus,CYP,2006,96.6253
Cyprus,CYP,2007,96.885155
Cyprus,CYP,2008,97.14498
Cyprus,CYP,2009,97.404785
Cyprus,CYP,2010,97.66455
Cyprus,CYP,2011,97.924286
Cyprus,CYP,2012,98.184
Cyprus,CYP,2013,98.44366
Cyprus,CYP,2014,98.70326
Cyprus,CYP,2015,98.962814
Cyprus,CYP,2016,99.222305
Cyprus,CYP,2017,99.48174
Cyprus,CYP,2018,99.74111
Cyprus,CYP,2019,99.76519
Cyprus,CYP,2020,99.765175
Cyprus,CYP,2021,99.76513
Cyprus,CYP,2022,99.76506
Czechia,CZE,2000,96.32186
Czechia,CZE,2001,96.317924
Czechia,CZE,2002,96.43583
Czechia,CZE,2003,96.55407
Czechia,CZE,2004,96.67268
Czechia,CZE,2005,96.791664
Czechia,CZE,2006,96.91102
Czechia,CZE,2007,97.03072
Czechia,CZE,2008,97.150826
Czechia,CZE,2009,97.271286
Czechia,CZE,2010,97.39213
Czechia,CZE,2011,97.513336
Czechia,CZE,2012,97.635574
Czechia,CZE,2013,97.758224
Czechia,CZE,2014,97.88044
Czechia,CZE,2015,97.88072
Czechia,CZE,2016,97.881004
Czechia,CZE,2017,97.88132
Czechia,CZE,2018,97.88166
Czechia,CZE,2019,97.88205
Czechia,CZE,2020,97.88247
Czechia,CZE,2021,97.88293
Czechia,CZE,2022,97.883415
Democratic Republic of Congo,COD,2000,12.212327
Democratic Republic of Congo,COD,2001,12.213238
Democratic Republic of Congo,COD,2002,12.208661
Democratic Republic of Congo,COD,2003,12.198471
Democratic Republic of Congo,COD,2004,12.182533
Democratic Republic of Congo,COD,2005,12.161947
Democratic Republic of Congo,COD,2006,12.137133
Democratic Republic of Congo,COD,2007,12.107874
Democratic Republic of Congo,COD,2008,12.073361
Democratic Republic of Congo,COD,2009,12.033979
Democratic Republic of Congo,COD,2010,11.988931
Democratic Republic of Congo,COD,2011,11.938573
Democratic Republic of Congo,COD,2012,11.882121
Democratic Republic of Congo,COD,2013,11.819369
Democratic Republic of Congo,COD,2014,11.750372
Democratic Republic of Congo,COD,2015,11.674641
Democratic Republic of Congo,COD,2016,11.591958
